Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
30-Jun-2008,Northern,General Medicine,Acute Services,5,3,0,0,0,--,--,--,--,--,8,
30-Jun-2008,Northern,Gastroenterology,Acute Services,0,3,1,0,0,--,--,--,--,--,4,
30-Jun-2008,Northern,Cardiology,Acute Services,3,15,0,0,0,--,--,--,--,--,18,
30-Jun-2008,Northern,Dermatology,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
30-Jun-2008,Northern,Obstetrics,Maternity & Child Health,1,0,0,0,0,--,--,--,--,--,1,
30-Jun-2008,Northern,Gynaecology,Acute Services,130,109,64,0,0,--,--,--,--,--,303,
30-Jun-2008,South Eastern,General Surgery,Acute Services,113,71,18,0,0,--,--,--,--,--,202,
30-Jun-2008,South Eastern,Urology,Acute Services,21,11,2,0,0,--,--,--,--,--,34,
30-Jun-2008,South Eastern,T & O Surgery,Acute Services,10,0,1,0,0,--,--,--,--,--,11,
30-Jun-2008,South Eastern,ENT,Acute Services,38,36,0,0,0,--,--,--,--,--,74,
30-Jun-2008,South Eastern,Ophthalmology,Acute Services,1,2,0,0,0,--,--,--,--,--,3,
30-Jun-2008,South Eastern,Oral Surgery,Acute Services,17,24,23,0,0,--,--,--,--,--,64,
30-Jun-2008,South Eastern,Plastic Surgery,Acute Services,37,88,40,0,0,--,--,--,--,--,165,
30-Jun-2008,South Eastern,General Medicine,Acute Services,9,1,0,0,0,--,--,--,--,--,10,
30-Jun-2008,South Eastern,Cardiology,Acute Services,6,6,0,0,0,--,--,--,--,--,12,
30-Jun-2008,South Eastern,Paediatrics,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Jun-2008,South Eastern,Gynaecology,Acute Services,85,49,0,0,0,--,--,--,--,--,134,
30-Jun-2008,Southern,General Surgery,Acute Services,193,164,68,0,0,--,--,--,--,--,425,
30-Jun-2008,Southern,Urology,Acute Services,91,94,56,0,0,--,--,--,--,--,241,
30-Jun-2008,Southern,T & O Surgery,Acute Services,46,54,32,0,0,--,--,--,--,--,132,
30-Jun-2008,Southern,ENT,Acute Services,204,228,62,0,0,--,--,--,--,--,494,
30-Jun-2008,Southern,Pain Management,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Jun-2008,Southern,Gastroenterology,Acute Services,8,0,0,0,0,--,--,--,--,--,8,
30-Jun-2008,Southern,Cardiology,Acute Services,57,41,8,0,0,--,--,--,--,--,106,
30-Jun-2008,Southern,Rheumatology,Acute Services,17,0,1,0,0,--,--,--,--,--,18,
30-Jun-2008,Southern,Gynaecology,Acute Services,126,126,76,0,0,--,--,--,--,--,328,
30-Jun-2008,Western,General Surgery,Acute Services,175,94,32,0,0,--,--,--,--,--,301,
30-Jun-2008,Western,Urology,Acute Services,48,40,17,0,1,--,--,--,--,--,106,
30-Jun-2008,Western,T & O Surgery,Acute Services,248,221,135,0,0,--,--,--,--,--,604,
30-Jun-2008,Western,ENT,Acute Services,206,170,52,0,0,--,--,--,--,--,428,
30-Jun-2008,Western,Ophthalmology,Acute Services,1,4,0,0,0,--,--,--,--,--,5,
30-Jun-2008,Western,Oral Surgery,Acute Services,81,15,1,0,0,--,--,--,--,--,97,
30-Jun-2008,Western,General Medicine,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
30-Jun-2008,Western,Cardiology,Acute Services,3,0,0,0,0,--,--,--,--,--,3,
30-Jun-2008,Western,Paediatrics,Acute Services,8,2,0,0,0,--,--,--,--,--,10,
30-Jun-2008,Western,Gynaecology,Acute Services,102,75,42,0,0,--,--,--,--,--,219,
30-Sep-2008,#NULL!,GP Other,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
30-Sep-2008,Belfast,General Surgery,Acute Services,550,352,132,0,0,--,--,--,--,--,"1,034",
30-Sep-2008,Belfast,Urology,Acute Services,181,127,99,10,1,--,--,--,--,--,418,
30-Sep-2008,Belfast,T & O Surgery,Acute Services,"1,023","1,150",448,33,1,--,--,--,--,--,"2,655",
30-Sep-2008,Belfast,ENT,Acute Services,330,321,191,0,0,--,--,--,--,--,842,
30-Sep-2008,Belfast,Ophthalmology,Acute Services,100,137,111,0,0,--,--,--,--,--,348,
30-Sep-2008,Belfast,Oral Surgery,Acute Services,25,33,17,0,0,--,--,--,--,--,75,
30-Sep-2008,Belfast,Neurosurgery,Acute Services,37,46,6,0,0,--,--,--,--,--,89,
30-Sep-2008,Belfast,Plastic Surgery,Acute Services,65,43,12,1,0,--,--,--,--,--,121,
30-Sep-2008,Belfast,Cardiac Surgery,Acute Services,109,113,29,0,0,--,--,--,--,--,251,
30-Sep-2008,Belfast,Paediatric Surgery,Acute Services,26,21,11,0,0,--,--,--,--,--,58,
30-Sep-2008,Belfast,Thoracic Surgery,Acute Services,37,12,14,0,0,--,--,--,--,--,63,
30-Sep-2008,Belfast,Pain Management,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Sep-2008,Belfast,General Medicine,Acute Services,148,53,23,0,0,--,--,--,--,--,224,
30-Sep-2008,Belfast,Gastroenterology,Acute Services,10,8,1,0,0,--,--,--,--,--,19,
30-Sep-2008,Belfast,Endocrinology,Acute Services,10,1,1,0,0,--,--,--,--,--,12,
30-Sep-2008,Belfast,Cardiology,Acute Services,94,72,24,0,0,--,--,--,--,--,190,
30-Sep-2008,Belfast,Dermatology,Acute Services,7,0,0,0,0,--,--,--,--,--,7,
30-Sep-2008,Belfast,Thoracic Medicine,Acute Services,21,4,0,0,0,--,--,--,--,--,25,
30-Sep-2008,Belfast,Nephrology,Acute Services,17,12,4,0,0,--,--,--,--,--,33,
30-Sep-2008,Belfast,Neurology,Acute Services,25,16,10,0,0,--,--,--,--,--,51,
30-Sep-2008,Belfast,Gynaecology,Acute Services,138,105,49,0,0,--,--,--,--,--,292,
30-Sep-2008,Belfast,Mental Illness,Mental Health,3,0,0,0,0,--,--,--,--,--,3,
30-Sep-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,3,0,0,0,0,--,--,--,--,--,3,
30-Sep-2008,Northern,General Surgery,Acute Services,173,113,64,0,0,--,--,--,--,--,350,
30-Sep-2008,Northern,Urology,Acute Services,61,42,20,0,0,--,--,--,--,--,123,
30-Sep-2008,Northern,ENT,Acute Services,136,101,37,0,0,--,--,--,--,--,274,
30-Sep-2008,Northern,Orthodontics,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Sep-2008,Northern,General Medicine,Acute Services,14,4,3,0,0,--,--,--,--,--,21,
30-Sep-2008,Northern,Gastroenterology,Acute Services,5,2,0,0,0,--,--,--,--,--,7,
30-Sep-2008,Northern,Cardiology,Acute Services,5,12,0,0,0,--,--,--,--,--,17,
30-Sep-2008,Northern,Obstetrics,Maternity & Child Health,1,0,0,0,0,--,--,--,--,--,1,
30-Sep-2008,Northern,Gynaecology,Acute Services,137,122,63,0,0,--,--,--,--,--,322,
30-Sep-2008,South Eastern,General Surgery,Acute Services,100,48,35,0,0,--,--,--,--,--,183,
30-Sep-2008,South Eastern,Urology,Acute Services,33,5,2,0,0,--,--,--,--,--,40,
30-Sep-2008,South Eastern,T & O Surgery,Acute Services,4,1,0,0,0,--,--,--,--,--,5,
30-Sep-2008,South Eastern,ENT,Acute Services,35,47,2,0,0,--,--,--,--,--,84,
30-Sep-2008,South Eastern,Ophthalmology,Acute Services,3,1,0,0,0,--,--,--,--,--,4,
30-Sep-2008,South Eastern,Oral Surgery,Acute Services,28,26,9,0,0,--,--,--,--,--,63,
30-Sep-2008,South Eastern,Plastic Surgery,Acute Services,48,25,17,0,0,--,--,--,--,--,90,
30-Sep-2008,South Eastern,General Medicine,Acute Services,15,3,0,0,0,--,--,--,--,--,18,
30-Sep-2008,South Eastern,Cardiology,Acute Services,14,4,2,0,0,--,--,--,--,--,20,
30-Sep-2008,South Eastern,Paediatrics,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Sep-2008,South Eastern,Gynaecology,Acute Services,92,63,17,0,0,--,--,--,--,--,172,
30-Sep-2008,Southern,General Surgery,Acute Services,172,149,92,0,0,--,--,--,--,--,413,
30-Sep-2008,Southern,Urology,Acute Services,84,71,81,0,0,--,--,--,--,--,236,
30-Sep-2008,Southern,T & O Surgery,Acute Services,60,39,32,0,0,--,--,--,--,--,131,
30-Sep-2008,Southern,ENT,Acute Services,170,198,108,0,0,--,--,--,--,--,476,
30-Sep-2008,Southern,General Medicine,Acute Services,3,0,0,0,0,--,--,--,--,--,3,
30-Sep-2008,Southern,Cardiology,Acute Services,67,23,3,0,0,--,--,--,--,--,93,
30-Sep-2008,Southern,Thoracic Medicine,Acute Services,1,2,4,0,0,--,--,--,--,--,7,
30-Sep-2008,Southern,Gynaecology,Acute Services,112,116,87,0,0,--,--,--,--,--,315,
30-Sep-2008,Southern,GP Other,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Sep-2008,Western,General Surgery,Acute Services,184,117,106,0,0,--,--,--,--,--,407,
30-Sep-2008,Western,Urology,Acute Services,33,23,29,0,0,--,--,--,--,--,85,
30-Sep-2008,Western,T & O Surgery,Acute Services,244,225,202,1,1,--,--,--,--,--,673,
30-Sep-2008,Western,ENT,Acute Services,182,160,80,5,0,--,--,--,--,--,427,
30-Sep-2008,Western,Ophthalmology,Acute Services,3,1,1,0,0,--,--,--,--,--,5,
30-Sep-2008,Western,Oral Surgery,Acute Services,34,20,7,0,0,--,--,--,--,--,61,
30-Sep-2008,Western,General Medicine,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
30-Sep-2008,Western,Cardiology,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
30-Sep-2008,Western,Dermatology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Sep-2008,Western,Paediatrics,Acute Services,6,0,1,0,0,--,--,--,--,--,7,
30-Sep-2008,Western,Gynaecology,Acute Services,101,100,41,0,0,--,--,--,--,--,242,
31-Dec-2008,#NULL!,GP Other,Acute Services,12,4,0,0,0,--,--,--,--,--,16,
31-Dec-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,0,1,1,0,0,--,--,--,--,--,2,
31-Dec-2008,Belfast,General Surgery,Acute Services,573,413,95,1,0,--,--,--,--,--,"1,082",
31-Dec-2008,Belfast,Urology,Acute Services,213,138,90,34,11,--,--,--,--,--,486,
31-Dec-2008,Belfast,T & O Surgery,Acute Services,956,"1,138",409,8,0,--,--,--,--,--,"2,511",
31-Dec-2008,Belfast,ENT,Acute Services,276,333,125,0,0,--,--,--,--,--,734,
31-Dec-2008,Belfast,Ophthalmology,Acute Services,115,173,110,0,0,--,--,--,--,--,398,
31-Dec-2008,Belfast,Oral Surgery,Acute Services,17,35,7,0,0,--,--,--,--,--,59,
31-Dec-2008,Belfast,Neurosurgery,Acute Services,44,46,8,0,0,--,--,--,--,--,98,
31-Dec-2008,Belfast,Plastic Surgery,Acute Services,45,32,15,1,0,--,--,--,--,--,93,
31-Dec-2008,Belfast,Cardiac Surgery,Acute Services,132,126,44,0,0,--,--,--,--,--,302,
31-Dec-2008,Belfast,Paediatric Surgery,Acute Services,33,24,0,0,0,--,--,--,--,--,57,
31-Dec-2008,Belfast,Thoracic Surgery,Acute Services,54,20,1,0,0,--,--,--,--,--,75,
31-Dec-2008,Belfast,Pain Management,Acute Services,1,2,0,0,0,--,--,--,--,--,3,
31-Dec-2008,Belfast,General Medicine,Acute Services,42,15,2,0,0,--,--,--,--,--,59,
31-Dec-2008,Belfast,Gastroenterology,Acute Services,17,5,0,0,0,--,--,--,--,--,22,
31-Dec-2008,Belfast,Endocrinology,Acute Services,16,7,0,0,0,--,--,--,--,--,23,
31-Dec-2008,Belfast,Cardiology,Acute Services,89,79,16,3,0,--,--,--,--,--,187,
31-Dec-2008,Belfast,Dermatology,Acute Services,7,4,0,0,0,--,--,--,--,--,11,
31-Dec-2008,Belfast,Thoracic Medicine,Acute Services,12,7,1,0,0,--,--,--,--,--,20,
31-Dec-2008,Belfast,Nephrology,Acute Services,15,6,6,0,0,--,--,--,--,--,27,
31-Dec-2008,Belfast,Neurology,Acute Services,25,21,1,0,0,--,--,--,--,--,47,
31-Dec-2008,Belfast,Rheumatology,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
31-Dec-2008,Belfast,Paediatrics,Acute Services,4,0,0,0,0,--,--,--,--,--,4,
31-Dec-2008,Belfast,Gynaecology,Acute Services,152,124,40,0,0,--,--,--,--,--,316,
31-Dec-2008,Northern,General Surgery,Acute Services,155,159,41,7,0,--,--,--,--,--,362,
31-Dec-2008,Northern,Urology,Acute Services,78,76,19,0,0,--,--,--,--,--,173,
31-Dec-2008,Northern,ENT,Acute Services,139,152,38,0,0,--,--,--,--,--,329,
31-Dec-2008,Northern,Oral Surgery,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
31-Dec-2008,Northern,General Medicine,Acute Services,8,4,3,0,0,--,--,--,--,--,15,
31-Dec-2008,Northern,Gastroenterology,Acute Services,4,1,1,0,0,--,--,--,--,--,6,
31-Dec-2008,Northern,Cardiology,Acute Services,5,16,2,0,0,--,--,--,--,--,23,
31-Dec-2008,Northern,Gynaecology,Acute Services,119,164,54,8,0,--,--,--,--,--,345,
31-Dec-2008,South Eastern,General Surgery,Acute Services,102,72,24,0,0,--,--,--,--,--,198,
31-Dec-2008,South Eastern,Urology,Acute Services,31,18,3,0,0,--,--,--,--,--,52,
31-Dec-2008,South Eastern,T & O Surgery,Acute Services,4,1,0,0,0,--,--,--,--,--,5,
31-Dec-2008,South Eastern,ENT,Acute Services,42,34,0,0,0,--,--,--,--,--,76,
31-Dec-2008,South Eastern,Ophthalmology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2008,South Eastern,Oral Surgery,Acute Services,37,33,15,0,0,--,--,--,--,--,85,
31-Dec-2008,South Eastern,Plastic Surgery,Acute Services,60,44,26,0,0,--,--,--,--,--,130,
31-Dec-2008,South Eastern,Paediatric Surgery,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2008,South Eastern,Pain Management,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2008,South Eastern,General Medicine,Acute Services,12,7,1,0,0,--,--,--,--,--,20,
31-Dec-2008,South Eastern,Cardiology,Acute Services,4,14,1,0,0,--,--,--,--,--,19,
31-Dec-2008,South Eastern,Gynaecology,Acute Services,97,93,21,0,0,--,--,--,--,--,211,
31-Dec-2008,Southern,General Surgery,Acute Services,130,133,10,0,0,--,--,--,--,--,273,
31-Dec-2008,Southern,Urology,Acute Services,94,118,45,0,0,--,--,--,--,--,257,
31-Dec-2008,Southern,T & O Surgery,Acute Services,58,55,23,0,0,--,--,--,--,--,136,
31-Dec-2008,Southern,ENT,Acute Services,173,194,21,0,0,--,--,--,--,--,388,
31-Dec-2008,Southern,Pain Management,Acute Services,0,0,1,0,0,--,--,--,--,--,1,
31-Dec-2008,Southern,Gastroenterology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2008,Southern,Cardiology,Acute Services,63,50,2,0,0,--,--,--,--,--,115,
31-Dec-2008,Southern,Thoracic Medicine,Acute Services,0,4,1,0,0,--,--,--,--,--,5,
31-Dec-2008,Southern,Rheumatology,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Dec-2008,Southern,Gynaecology,Acute Services,125,144,85,0,0,--,--,--,--,--,354,
31-Dec-2008,Western,General Surgery,Acute Services,143,118,41,4,0,--,--,--,--,--,306,
31-Dec-2008,Western,Urology,Acute Services,32,18,9,0,0,--,--,--,--,--,59,
31-Dec-2008,Western,T & O Surgery,Acute Services,255,257,153,11,1,--,--,--,--,--,677,
31-Dec-2008,Western,ENT,Acute Services,182,137,39,1,0,--,--,--,--,--,359,
31-Dec-2008,Western,Ophthalmology,Acute Services,2,1,0,0,0,--,--,--,--,--,3,
31-Dec-2008,Western,Oral Surgery,Acute Services,55,24,1,0,0,--,--,--,--,--,80,
31-Dec-2008,Western,General Medicine,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Dec-2008,Western,Cardiology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Dec-2008,Western,Paediatrics,Acute Services,3,1,0,0,0,--,--,--,--,--,4,
31-Dec-2008,Western,Gynaecology,Acute Services,107,130,16,0,0,--,--,--,--,--,253,
31-Mar-2009,Belfast,Mental Illness,Mental Health,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2009,Belfast,Child & Adolescent Psychiatry,Mental Health,8,0,0,0,0,--,--,--,--,--,8,
31-Mar-2009,Belfast,General Surgery,Acute Services,653,398,5,0,0,--,--,--,--,--,"1,056",
31-Mar-2009,Belfast,Urology,Acute Services,234,98,55,17,21,--,--,--,--,--,425,
31-Mar-2009,Belfast,T & O Surgery,Acute Services,"1,029","1,014",70,6,12,--,--,--,--,--,"2,131",
31-Mar-2009,Belfast,ENT,Acute Services,326,331,18,1,1,--,--,--,--,--,677,
31-Mar-2009,Belfast,Ophthalmology,Acute Services,129,154,18,4,1,--,--,--,--,--,306,
31-Mar-2009,Belfast,Oral Surgery,Acute Services,17,33,0,0,0,--,--,--,--,--,50,
31-Mar-2009,Belfast,Neurosurgery,Acute Services,52,46,5,3,1,--,--,--,--,--,107,
31-Mar-2009,Belfast,Plastic Surgery,Acute Services,49,55,5,2,1,--,--,--,--,--,112,
31-Mar-2009,Belfast,Cardiac Surgery,Acute Services,137,119,1,1,0,--,--,--,--,--,258,
31-Mar-2009,Belfast,Paediatric Surgery,Acute Services,25,9,1,0,0,--,--,--,--,--,35,
31-Mar-2009,Belfast,Thoracic Surgery,Acute Services,36,11,1,0,0,--,--,--,--,--,48,
31-Mar-2009,Belfast,Pain Management,Acute Services,2,7,0,0,0,--,--,--,--,--,9,
31-Mar-2009,Belfast,General Medicine,Acute Services,45,20,0,0,0,--,--,--,--,--,65,
31-Mar-2009,Belfast,Gastroenterology,Acute Services,8,3,0,0,0,--,--,--,--,--,11,
31-Mar-2009,Belfast,Endocrinology,Acute Services,10,15,0,0,0,--,--,--,--,--,25,
31-Mar-2009,Belfast,Cardiology,Acute Services,88,74,0,0,0,--,--,--,--,--,162,
31-Mar-2009,Belfast,Dermatology,Acute Services,6,0,0,0,0,--,--,--,--,--,6,
31-Mar-2009,Belfast,Thoracic Medicine,Acute Services,9,5,0,0,0,--,--,--,--,--,14,
31-Mar-2009,Belfast,Nephrology,Acute Services,19,13,0,0,0,--,--,--,--,--,32,
31-Mar-2009,Belfast,Neurology,Acute Services,41,24,0,0,0,--,--,--,--,--,65,
31-Mar-2009,Belfast,Paediatrics,Acute Services,6,2,0,0,0,--,--,--,--,--,8,
31-Mar-2009,Belfast,Gynaecology,Acute Services,161,109,0,0,0,--,--,--,--,--,270,
31-Mar-2009,Belfast,Radiology,Acute Services,1,1,0,0,0,--,--,--,--,--,2,
31-Mar-2009,Northern,General Surgery,Acute Services,171,112,0,0,0,--,--,--,--,--,283,
31-Mar-2009,Northern,Urology,Acute Services,113,47,0,0,0,--,--,--,--,--,160,
31-Mar-2009,Northern,ENT,Acute Services,209,156,0,0,0,--,--,--,--,--,365,
31-Mar-2009,Northern,Oral Surgery,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Northern,Pain Management,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Northern,General Medicine,Acute Services,4,3,0,0,0,--,--,--,--,--,7,
31-Mar-2009,Northern,Gastroenterology,Acute Services,4,1,0,0,0,--,--,--,--,--,5,
31-Mar-2009,Northern,Cardiology,Acute Services,12,9,0,0,0,--,--,--,--,--,21,
31-Mar-2009,Northern,Gynaecology,Acute Services,170,127,0,0,0,--,--,--,--,--,297,
31-Mar-2009,South Eastern,General Surgery,Acute Services,111,56,0,0,0,--,--,--,--,--,167,
31-Mar-2009,South Eastern,Urology,Acute Services,24,15,0,0,0,--,--,--,--,--,39,
31-Mar-2009,South Eastern,T & O Surgery,Acute Services,6,0,0,0,0,--,--,--,--,--,6,
31-Mar-2009,South Eastern,ENT,Acute Services,64,32,0,0,0,--,--,--,--,--,96,
31-Mar-2009,South Eastern,Ophthalmology,Acute Services,12,1,0,0,0,--,--,--,--,--,13,
31-Mar-2009,South Eastern,Oral Surgery,Acute Services,29,25,0,0,0,--,--,--,--,--,54,
31-Mar-2009,South Eastern,Plastic Surgery,Acute Services,66,52,0,0,0,--,--,--,--,--,118,
31-Mar-2009,South Eastern,Pain Management,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2009,South Eastern,General Medicine,Acute Services,11,3,0,0,0,--,--,--,--,--,14,
31-Mar-2009,South Eastern,Cardiology,Acute Services,6,4,0,0,0,--,--,--,--,--,10,
31-Mar-2009,South Eastern,Geriatric Medicine,Elderly Care,0,1,0,0,0,--,--,--,--,--,1,
31-Mar-2009,South Eastern,Gynaecology,Acute Services,124,79,0,0,0,--,--,--,--,--,203,
31-Mar-2009,Southern,General Surgery,Acute Services,199,82,0,0,0,--,--,--,--,--,281,
31-Mar-2009,Southern,Urology,Acute Services,83,101,0,0,0,--,--,--,--,--,184,
31-Mar-2009,Southern,T & O Surgery,Acute Services,55,53,0,0,0,--,--,--,--,--,108,
31-Mar-2009,Southern,ENT,Acute Services,269,202,0,0,0,--,--,--,--,--,471,
31-Mar-2009,Southern,Ophthalmology,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Southern,General Medicine,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2009,Southern,Gastroenterology,Acute Services,0,2,0,0,0,--,--,--,--,--,2,
31-Mar-2009,Southern,Cardiology,Acute Services,51,25,0,0,0,--,--,--,--,--,76,
31-Mar-2009,Southern,Rheumatology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Southern,Gynaecology,Acute Services,98,91,0,0,0,--,--,--,--,--,189,
31-Mar-2009,Western,General Surgery,Acute Services,169,101,0,0,0,--,--,--,--,--,270,
31-Mar-2009,Western,Urology,Acute Services,34,18,4,1,0,--,--,--,--,--,57,
31-Mar-2009,Western,T & O Surgery,Acute Services,240,240,6,1,1,--,--,--,--,--,488,
31-Mar-2009,Western,ENT,Acute Services,193,129,4,1,0,--,--,--,--,--,327,
31-Mar-2009,Western,Ophthalmology,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Western,Oral Surgery,Acute Services,65,26,0,0,0,--,--,--,--,--,91,
31-Mar-2009,Western,General Medicine,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
31-Mar-2009,Western,Cardiology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Western,Paediatrics,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
31-Mar-2009,Western,Gynaecology,Acute Services,109,96,0,0,0,--,--,--,--,--,205,
30-Jun-2009,Belfast,General Surgery,Acute Services,579,298,15,0,2,--,--,--,--,--,894,
30-Jun-2009,Belfast,Urology,Acute Services,179,86,44,22,32,--,--,--,--,--,363,
30-Jun-2009,Belfast,T & O Surgery,Acute Services,"1,019",986,135,21,34,--,--,--,--,--,"2,195",
30-Jun-2009,Belfast,ENT,Acute Services,406,348,42,1,0,--,--,--,--,--,797,
30-Jun-2009,Belfast,Ophthalmology,Acute Services,100,127,42,6,2,--,--,--,--,--,277,
30-Jun-2009,Belfast,Oral Surgery,Acute Services,27,24,0,0,0,--,--,--,--,--,51,
30-Jun-2009,Belfast,Neurosurgery,Acute Services,51,31,25,11,3,--,--,--,--,--,121,
30-Jun-2009,Belfast,Plastic Surgery,Acute Services,54,36,3,3,6,--,--,--,--,--,102,
30-Jun-2009,Belfast,Cardiac Surgery,Acute Services,107,110,10,0,1,--,--,--,--,--,228,
30-Jun-2009,Belfast,Paediatric Surgery,Acute Services,25,9,0,0,0,--,--,--,--,--,34,
30-Jun-2009,Belfast,Thoracic Surgery,Acute Services,22,7,0,0,0,--,--,--,--,--,29,
30-Jun-2009,Belfast,Pain Management,Acute Services,1,2,0,0,0,--,--,--,--,--,3,
30-Jun-2009,Belfast,General Medicine,Acute Services,63,56,1,0,0,--,--,--,--,--,120,
30-Jun-2009,Belfast,Gastroenterology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Jun-2009,Belfast,Endocrinology,Acute Services,10,0,0,0,0,--,--,--,--,--,10,
30-Jun-2009,Belfast,Cardiology,Acute Services,76,59,13,1,0,--,--,--,--,--,149,
30-Jun-2009,Belfast,Dermatology,Acute Services,4,0,0,0,0,--,--,--,--,--,4,
30-Jun-2009,Belfast,Thoracic Medicine,Acute Services,4,0,0,0,0,--,--,--,--,--,4,
30-Jun-2009,Belfast,Nephrology,Acute Services,23,11,0,0,0,--,--,--,--,--,34,
30-Jun-2009,Belfast,Neurology,Acute Services,29,9,1,0,0,--,--,--,--,--,39,
30-Jun-2009,Belfast,Rheumatology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Jun-2009,Belfast,Paediatrics,Acute Services,8,6,0,0,0,--,--,--,--,--,14,
30-Jun-2009,Belfast,Gynaecology,Acute Services,171,90,15,0,1,--,--,--,--,--,277,
30-Jun-2009,Belfast,Child & Adolescent Psychiatry,Mental Health,3,0,0,0,0,--,--,--,--,--,3,
30-Jun-2009,Belfast,Radiology,Acute Services,3,1,0,0,0,--,--,--,--,--,4,
30-Jun-2009,Northern,General Surgery,Acute Services,192,77,0,0,0,--,--,--,--,--,269,
30-Jun-2009,Northern,Urology,Acute Services,102,63,2,0,0,--,--,--,--,--,167,
30-Jun-2009,Northern,ENT,Acute Services,200,194,1,0,0,--,--,--,--,--,395,
30-Jun-2009,Northern,Oral Surgery,Acute Services,2,0,0,0,0,--,--,--,--,--,2,
30-Jun-2009,Northern,General Medicine,Acute Services,6,3,0,0,0,--,--,--,--,--,9,
30-Jun-2009,Northern,Gastroenterology,Acute Services,2,3,0,0,0,--,--,--,--,--,5,
30-Jun-2009,Northern,Cardiology,Acute Services,1,0,0,0,0,--,--,--,--,--,1,
30-Jun-2009,Northern,Dermatology,Acute Services,10,7,0,0,0,--,--,--,--,--,17,
30-Jun-2009,Northern,Gynaecology,Acute Services,188,114,0,0,0,--,--,--,--,--,302,
30-Jun-2009,South Eastern,General Surgery,Acute Services,80,34,0,0,0,--,--,--,--,--,114,
30-Jun-2009,South Eastern,Urology,Acute Services,36,9,0,0,0,--,--,--,--,--,45,
30-Jun-2009,South Eastern,T & O Surgery,Acute Services,5,1,0,0,0,--,--,--,--,--,6,
30-Jun-2009,South Eastern,ENT,Acute Services,78,52,0,0,0,--,--,--,--,--,130,
30-Jun-2009,South Eastern,Ophthalmology,Acute Services,1,2,0,0,0,--,--,--,--,--,3,
30-Jun-2009,South Eastern,Oral Surgery,Acute Services,24,31,0,0,0,--,--,--,--,--,55,
30-Jun-2009,South Eastern,Plastic Surgery,Acute Services,43,41,0,0,0,--,--,--,--,--,84,
30-Jun-2009,South Eastern,Paediatric Surgery,Acute Services,0,1,0,0,0,--,--,--,--,--,1,
30-Jun-2009,South Eastern,General Medicine,Acute Services,14,7,0,0,0,--,--,--,--,--,21,
30-Jun-2009,South Eastern,Cardiology,Acute Services,9,5,0,0,0,--,--,--,--,--,14,
30-Jun-2009,South Eastern,Gynaecology,Acute Services,119,92,0,0,0,--,--,--,--,--,211,
